model,graph_seed,strategy,sim_rep,nodes_remaining,edges_remaining,final_fraction_infected,t_25,t_50,t_75,auc_infected
ER,0,none,0,500,1495,0.994,7.0,8.0,10.0,12.174
ER,0,none,1,500,1495,0.994,7.0,8.0,10.0,12.13
ER,0,none,2,500,1495,0.996,6.0,8.0,9.0,12.729
ER,0,none,3,500,1495,0.994,9.0,10.0,11.0,10.521999999999998
ER,0,none,4,500,1495,0.994,10.0,12.0,13.0,8.716000000000001
ER,0,none,5,500,1495,0.996,9.0,10.0,11.0,10.384999999999998
ER,0,none,6,500,1495,0.994,8.0,10.0,11.0,10.646000000000003
ER,0,none,7,500,1495,0.996,7.0,8.0,10.0,11.912999999999998
ER,0,none,8,500,1495,0.986,9.0,11.0,12.0,9.793999999999999
ER,0,none,9,500,1495,0.992,10.0,11.0,13.0,9.253
ER,0,none,10,500,1495,0.994,8.0,9.0,10.0,11.5
ER,0,none,11,500,1495,0.988,6.0,8.0,9.0,12.511000000000001
ER,0,none,12,500,1495,0.996,6.0,8.0,9.0,12.553
ER,0,none,13,500,1495,0.992,8.0,9.0,11.0,11.247
ER,0,none,14,500,1495,0.994,8.0,10.0,11.0,10.934000000000001
ER,0,targeted_pagerank,0,450,1009,0.9822222222222222,10.0,11.0,13.0,9.121111111111112
ER,0,targeted_pagerank,1,450,1009,0.9511111111111111,11.0,13.0,15.0,7.227777777777778
ER,0,targeted_pagerank,2,450,1009,0.9688888888888889,9.0,11.0,13.0,9.243333333333334
ER,0,targeted_pagerank,3,450,1009,0.9733333333333334,9.0,11.0,13.0,9.172222222222224
ER,0,targeted_pagerank,4,450,1009,0.9533333333333334,12.0,14.0,16.0,6.871111111111111
ER,0,targeted_pagerank,5,450,1009,0.9711111111111111,10.0,11.0,14.0,8.886666666666667
ER,0,targeted_pagerank,6,450,1009,0.9666666666666667,10.0,12.0,14.0,8.473333333333333
ER,0,targeted_pagerank,7,450,1009,0.9644444444444444,11.0,13.0,15.0,7.076666666666666
ER,0,targeted_pagerank,8,450,1009,0.9555555555555556,10.0,12.0,15.0,7.916666666666667
ER,0,targeted_pagerank,9,450,1009,0.9644444444444444,11.0,13.0,15.0,7.390000000000001
ER,0,targeted_pagerank,10,450,1009,0.9644444444444444,11.0,13.0,16.0,7.238888888888889
ER,0,targeted_pagerank,11,450,1009,0.9777777777777777,9.0,11.0,13.0,9.534444444444444
ER,0,targeted_pagerank,12,450,1009,0.9777777777777777,8.0,10.0,12.0,10.496666666666668
ER,0,targeted_pagerank,13,450,1009,0.9755555555555555,10.0,12.0,14.0,8.23777777777778
ER,0,targeted_pagerank,14,450,1009,0.66,17.0,19.0,,1.9666666666666668
ER,0,random,0,450,1219,0.9955555555555555,8.0,9.0,11.0,11.290000000000003
ER,0,random,1,450,1219,0.9911111111111112,8.0,10.0,11.0,10.941111111111113
ER,0,random,2,450,1219,0.9866666666666667,8.0,10.0,11.0,10.518888888888888
ER,0,random,3,450,1219,0.9911111111111112,8.0,10.0,11.0,10.510000000000002
ER,0,random,4,450,1219,0.9866666666666667,9.0,11.0,12.0,9.858888888888888
ER,0,random,5,450,1219,0.9933333333333333,7.0,9.0,11.0,11.4
ER,0,random,6,450,1219,0.9866666666666667,9.0,11.0,13.0,9.772222222222222
ER,0,random,7,450,1219,0.9933333333333333,9.0,10.0,12.0,10.155555555555555
ER,0,random,8,450,1219,0.9844444444444445,9.0,11.0,13.0,9.644444444444446
ER,0,random,9,450,1219,0.9844444444444445,10.0,12.0,13.0,8.906666666666666
ER,0,random,10,450,1219,0.9955555555555555,9.0,10.0,12.0,10.252222222222223
ER,0,random,11,450,1219,0.9933333333333333,7.0,9.0,11.0,11.544444444444444
ER,0,random,12,450,1219,0.9933333333333333,6.0,8.0,10.0,12.533333333333337
ER,0,random,13,450,1219,0.9911111111111112,9.0,11.0,13.0,9.616666666666667
ER,0,random,14,450,1219,0.9822222222222222,12.0,14.0,15.0,6.721111111111112
WS,0,none,0,500,1500,1.0,10.0,12.0,14.0,8.811
WS,0,none,1,500,1500,1.0,10.0,12.0,13.0,8.995000000000001
WS,0,none,2,500,1500,1.0,9.0,11.0,13.0,9.786999999999999
WS,0,none,3,500,1500,1.0,9.0,11.0,13.0,9.811
WS,0,none,4,500,1500,0.97,13.0,15.0,17.0,5.598
WS,0,none,5,500,1500,1.0,9.0,11.0,13.0,9.839
WS,0,none,6,500,1500,1.0,9.0,12.0,13.0,9.225
WS,0,none,7,500,1500,0.998,10.0,12.0,14.0,9.054
WS,0,none,8,500,1500,0.992,11.0,13.0,15.0,7.8870000000000005
WS,0,none,9,500,1500,0.992,11.0,13.0,15.0,7.413000000000001
WS,0,none,10,500,1500,1.0,10.0,12.0,14.0,8.435
WS,0,none,11,500,1500,1.0,8.0,10.0,11.0,10.933000000000002
WS,0,none,12,500,1500,1.0,8.0,10.0,12.0,10.305
WS,0,none,13,500,1500,0.992,12.0,14.0,16.0,6.599
WS,0,none,14,500,1500,1.0,10.0,12.0,13.0,8.917000000000002
WS,0,targeted_pagerank,0,450,1121,0.9511111111111111,13.0,15.0,18.0,5.716666666666667
WS,0,targeted_pagerank,1,450,1121,0.9066666666666666,12.0,16.0,18.0,5.45
WS,0,targeted_pagerank,2,450,1121,0.9666666666666667,11.0,14.0,16.0,6.826666666666667
WS,0,targeted_pagerank,3,450,1121,0.8933333333333333,14.0,16.0,19.0,4.7122222222222225
WS,0,targeted_pagerank,4,450,1121,0.7333333333333333,15.0,18.0,,3.6388888888888884
WS,0,targeted_pagerank,5,450,1121,0.8644444444444445,14.0,16.0,19.0,4.742222222222223
WS,0,targeted_pagerank,6,450,1121,0.5555555555555556,17.0,20.0,,2.276666666666667
WS,0,targeted_pagerank,7,450,1121,0.7755555555555556,14.0,17.0,20.0,4.064444444444445
WS,0,targeted_pagerank,8,450,1121,0.8888888888888888,12.0,16.0,18.0,5.572222222222223
WS,0,targeted_pagerank,9,450,1121,0.9044444444444445,13.0,15.0,18.0,5.424444444444444
WS,0,targeted_pagerank,10,450,1121,0.8711111111111111,13.0,17.0,19.0,4.681111111111111
WS,0,targeted_pagerank,11,450,1121,0.9755555555555555,10.0,13.0,15.0,8.068888888888889
WS,0,targeted_pagerank,12,450,1121,0.9688888888888889,10.0,13.0,16.0,7.57
WS,0,targeted_pagerank,13,450,1121,0.7244444444444444,16.0,19.0,,3.072222222222222
WS,0,targeted_pagerank,14,450,1121,0.92,12.0,14.0,17.0,6.33
WS,0,random,0,450,1220,0.9888888888888889,12.0,14.0,16.0,6.779999999999999
WS,0,random,1,450,1220,0.98,12.0,15.0,17.0,6.106666666666667
WS,0,random,2,450,1220,0.9644444444444444,12.0,14.0,16.0,6.692222222222223
WS,0,random,3,450,1220,0.9933333333333333,12.0,14.0,16.0,6.771111111111111
WS,0,random,4,450,1220,0.6711111111111111,17.0,19.0,,2.5233333333333334
WS,0,random,5,450,1220,1.0,10.0,12.0,14.0,8.385555555555555
WS,0,random,6,450,1220,1.0,10.0,12.0,14.0,8.758888888888889
WS,0,random,7,450,1220,0.9533333333333334,12.0,14.0,16.0,6.8533333333333335
WS,0,random,8,450,1220,0.9733333333333334,12.0,14.0,17.0,6.585555555555556
WS,0,random,9,450,1220,0.9711111111111111,12.0,14.0,16.0,6.8022222222222215
WS,0,random,10,450,1220,0.9933333333333333,10.0,12.0,15.0,8.36888888888889
WS,0,random,11,450,1220,1.0,8.0,10.0,12.0,10.678888888888888
WS,0,random,12,450,1220,1.0,9.0,12.0,14.0,9.236666666666665
WS,0,random,13,450,1220,0.9866666666666667,12.0,14.0,16.0,6.956666666666667
WS,0,random,14,450,1220,0.9933333333333333,11.0,13.0,15.0,7.6866666666666665
BA,0,none,0,500,1491,1.0,6.0,7.0,8.0,13.087
BA,0,none,1,500,1491,1.0,6.0,8.0,9.0,12.995000000000001
BA,0,none,2,500,1491,1.0,6.0,7.0,8.0,13.165
BA,0,none,3,500,1491,1.0,7.0,8.0,9.0,12.661
BA,0,none,4,500,1491,1.0,10.0,11.0,13.0,9.019
BA,0,none,5,500,1491,1.0,6.0,7.0,9.0,13.051
BA,0,none,6,500,1491,1.0,7.0,8.0,10.0,11.965
BA,0,none,7,500,1491,0.998,9.0,10.0,12.0,10.129999999999999
BA,0,none,8,500,1491,1.0,8.0,9.0,11.0,10.899
BA,0,none,9,500,1491,1.0,5.0,7.0,8.0,13.563
BA,0,none,10,500,1491,1.0,7.0,9.0,10.0,11.717
BA,0,none,11,500,1491,1.0,5.0,6.0,7.0,14.611
BA,0,none,12,500,1491,1.0,6.0,8.0,9.0,12.647
BA,0,none,13,500,1491,1.0,6.0,7.0,8.0,13.455
BA,0,none,14,500,1491,1.0,7.0,8.0,9.0,12.419
BA,0,targeted_pagerank,0,450,611,0.4111111111111111,18.0,,,2.1044444444444443
BA,0,targeted_pagerank,1,450,611,0.20444444444444446,,,,0.87
BA,0,targeted_pagerank,2,450,611,0.6377777777777778,14.0,19.0,,3.764444444444444
BA,0,targeted_pagerank,3,450,611,0.5688888888888889,16.0,20.0,,2.8722222222222227
BA,0,targeted_pagerank,4,450,611,0.3244444444444444,19.0,,,1.3033333333333332
BA,0,targeted_pagerank,5,450,611,0.5577777777777778,16.0,20.0,,2.7622222222222224
BA,0,targeted_pagerank,6,450,611,0.3377777777777778,19.0,,,1.5366666666666666
BA,0,targeted_pagerank,7,450,611,0.5911111111111111,15.0,19.0,,3.2255555555555557
BA,0,targeted_pagerank,8,450,611,0.23777777777777778,,,,1.08
BA,0,targeted_pagerank,9,450,611,0.20444444444444446,,,,0.9033333333333333
BA,0,targeted_pagerank,10,450,611,0.1622222222222222,,,,0.9000000000000001
BA,0,targeted_pagerank,11,450,611,0.6822222222222222,13.0,17.0,,4.297777777777778
BA,0,targeted_pagerank,12,450,611,0.6977777777777778,13.0,17.0,,4.432222222222222
BA,0,targeted_pagerank,13,450,611,0.41333333333333333,17.0,,,2.1077777777777778
BA,0,targeted_pagerank,14,450,611,0.1711111111111111,,,,0.8488888888888888
BA,0,random,0,450,1111,0.9955555555555555,6.0,8.0,9.0,12.39
BA,0,random,1,450,1111,0.9933333333333333,8.0,10.0,11.0,10.673333333333334
BA,0,random,2,450,1111,0.9933333333333333,5.0,7.0,8.0,13.524444444444446
BA,0,random,3,450,1111,0.9955555555555555,8.0,9.0,11.0,11.223333333333336
BA,0,random,4,450,1111,0.9888888888888889,9.0,10.0,11.0,10.30888888888889
BA,0,random,5,450,1111,0.9955555555555555,8.0,10.0,11.0,10.636666666666667
BA,0,random,6,450,1111,0.9977777777777778,9.0,11.0,12.0,9.473333333333333
BA,0,random,7,450,1111,0.9755555555555555,11.0,12.0,14.0,8.044444444444444
BA,0,random,8,450,1111,0.9844444444444445,10.0,12.0,13.0,8.622222222222222
BA,0,random,9,450,1111,0.9911111111111112,7.0,9.0,11.0,11.072222222222223
BA,0,random,10,450,1111,0.9977777777777778,6.0,7.0,9.0,12.79111111111111
BA,0,random,11,450,1111,0.9955555555555555,6.0,8.0,9.0,12.723333333333333
BA,0,random,12,450,1111,0.9933333333333333,6.0,8.0,10.0,12.502222222222226
BA,0,random,13,450,1111,0.9933333333333333,10.0,11.0,12.0,9.462222222222223
BA,0,random,14,450,1111,0.9911111111111112,10.0,12.0,13.0,8.547777777777778
ER,1,none,0,500,1521,0.986,7.0,8.0,10.0,12.196000000000002
ER,1,none,1,500,1521,0.99,6.0,8.0,9.0,12.742000000000003
ER,1,none,2,500,1521,0.988,10.0,11.0,13.0,9.100999999999999
ER,1,none,3,500,1521,0.986,10.0,12.0,13.0,8.973999999999998
ER,1,none,4,500,1521,0.99,8.0,9.0,11.0,11.134
ER,1,none,5,500,1521,0.986,8.0,9.0,11.0,11.143999999999998
ER,1,none,6,500,1521,0.986,8.0,9.0,11.0,10.988000000000001
ER,1,none,7,500,1521,0.988,9.0,11.0,12.0,9.857000000000001
ER,1,none,8,500,1521,0.988,7.0,8.0,10.0,12.274999999999999
ER,1,none,9,500,1521,0.988,7.0,9.0,10.0,11.546999999999999
ER,1,none,10,500,1521,0.988,7.0,8.0,10.0,12.267000000000001
ER,1,none,11,500,1521,0.988,8.0,10.0,11.0,10.713
ER,1,none,12,500,1521,0.988,9.0,10.0,12.0,10.251000000000001
ER,1,none,13,500,1521,0.986,7.0,8.0,10.0,12.060000000000002
ER,1,none,14,500,1521,0.99,8.0,9.0,11.0,11.022
ER,1,targeted_pagerank,0,450,1042,0.9755555555555555,9.0,11.0,13.0,9.54
ER,1,targeted_pagerank,1,450,1042,0.9688888888888889,9.0,11.0,13.0,9.098888888888888
ER,1,targeted_pagerank,2,450,1042,0.3622222222222222,20.0,,,0.8622222222222222
ER,1,targeted_pagerank,3,450,1042,0.9333333333333333,14.0,16.0,18.0,4.705555555555556
ER,1,targeted_pagerank,4,450,1042,0.9666666666666667,10.0,12.0,14.0,8.075555555555555
ER,1,targeted_pagerank,5,450,1042,0.9666666666666667,8.0,10.0,12.0,9.944444444444445
ER,1,targeted_pagerank,6,450,1042,0.9755555555555555,8.0,11.0,12.0,9.92222222222222
ER,1,targeted_pagerank,7,450,1042,0.9622222222222222,10.0,12.0,14.0,8.175555555555555
ER,1,targeted_pagerank,8,450,1042,0.9711111111111111,9.0,11.0,13.0,9.526666666666667
ER,1,targeted_pagerank,9,450,1042,0.9711111111111111,8.0,10.0,12.0,9.895555555555555
ER,1,targeted_pagerank,10,450,1042,0.9066666666666666,14.0,16.0,18.0,4.647777777777778
ER,1,targeted_pagerank,11,450,1042,0.9644444444444444,11.0,13.0,15.0,7.554444444444445
ER,1,targeted_pagerank,12,450,1042,0.9622222222222222,10.0,12.0,14.0,8.815555555555555
ER,1,targeted_pagerank,13,450,1042,0.9688888888888889,9.0,11.0,13.0,9.752222222222223
ER,1,targeted_pagerank,14,450,1042,0.9488888888888889,10.0,12.0,14.0,8.133333333333333
ER,1,random,0,450,1234,0.9888888888888889,7.0,8.0,10.0,11.92222222222222
ER,1,random,1,450,1234,0.9866666666666667,6.0,8.0,10.0,12.318888888888889
ER,1,random,2,450,1234,0.9822222222222222,11.0,13.0,14.0,8.032222222222222
ER,1,random,3,450,1234,0.9644444444444444,13.0,14.0,16.0,6.232222222222223
ER,1,random,4,450,1234,0.9822222222222222,8.0,9.0,11.0,11.025555555555558
ER,1,random,5,450,1234,0.9844444444444445,7.0,9.0,11.0,11.57777777777778
ER,1,random,6,450,1234,0.9844444444444445,10.0,12.0,13.0,9.008888888888889
ER,1,random,7,450,1234,0.9888888888888889,6.0,8.0,9.0,12.511111111111113
ER,1,random,8,450,1234,0.98,9.0,11.0,13.0,9.444444444444445
ER,1,random,9,450,1234,0.9844444444444445,8.0,10.0,12.0,10.488888888888887
ER,1,random,10,450,1234,0.9866666666666667,7.0,9.0,11.0,11.427777777777777
ER,1,random,11,450,1234,0.9888888888888889,11.0,13.0,14.0,8.05111111111111
ER,1,random,12,450,1234,0.9844444444444445,9.0,11.0,13.0,9.542222222222222
ER,1,random,13,450,1234,0.9888888888888889,7.0,9.0,10.0,11.784444444444444
ER,1,random,14,450,1234,0.9844444444444445,8.0,10.0,11.0,10.80888888888889
WS,1,none,0,500,1500,0.998,10.0,12.0,14.0,8.921999999999999
WS,1,none,1,500,1500,1.0,9.0,12.0,13.0,9.395
WS,1,none,2,500,1500,0.968,14.0,16.0,17.0,5.311
WS,1,none,3,500,1500,0.91,15.0,17.0,19.0,4.176
WS,1,none,4,500,1500,1.0,8.0,10.0,12.0,10.463
WS,1,none,5,500,1500,0.998,10.0,13.0,15.0,8.142
WS,1,none,6,500,1500,0.992,11.0,13.0,15.0,7.6370000000000005
WS,1,none,7,500,1500,0.998,9.0,11.0,13.0,9.450000000000001
WS,1,none,8,500,1500,1.0,9.0,11.0,12.0,9.975
WS,1,none,9,500,1500,1.0,10.0,12.0,14.0,8.927
WS,1,none,10,500,1500,0.998,11.0,13.0,14.0,8.088000000000001
WS,1,none,11,500,1500,0.998,11.0,13.0,15.0,7.768000000000001
WS,1,none,12,500,1500,0.998,11.0,13.0,15.0,7.534000000000001
WS,1,none,13,500,1500,0.986,11.0,13.0,15.0,7.632
WS,1,none,14,500,1500,1.0,10.0,12.0,13.0,8.991
WS,1,targeted_pagerank,0,450,1118,0.9355555555555556,12.0,15.0,17.0,5.988888888888889
WS,1,targeted_pagerank,1,450,1118,0.9222222222222223,12.0,15.0,18.0,6.182222222222222
WS,1,targeted_pagerank,2,450,1118,0.6977777777777778,15.0,18.0,,3.3566666666666665
WS,1,targeted_pagerank,3,450,1118,0.5133333333333333,17.0,20.0,,2.035555555555556
WS,1,targeted_pagerank,4,450,1118,0.7711111111111111,14.0,18.0,20.0,4.064444444444444
WS,1,targeted_pagerank,5,450,1118,0.7222222222222222,15.0,18.0,,3.8022222222222215
WS,1,targeted_pagerank,6,450,1118,0.8577777777777778,12.0,16.0,19.0,5.167777777777777
WS,1,targeted_pagerank,7,450,1118,0.8866666666666667,13.0,16.0,18.0,5.337777777777778
WS,1,targeted_pagerank,8,450,1118,0.9777777777777777,11.0,13.0,16.0,7.358888888888888
WS,1,targeted_pagerank,9,450,1118,0.7977777777777778,14.0,17.0,20.0,4.337777777777777
WS,1,targeted_pagerank,10,450,1118,0.9733333333333334,11.0,13.0,16.0,7.403333333333332
WS,1,targeted_pagerank,11,450,1118,0.8022222222222222,14.0,17.0,20.0,4.26
WS,1,targeted_pagerank,12,450,1118,0.9311111111111111,11.0,14.0,17.0,6.442222222222222
WS,1,targeted_pagerank,13,450,1118,0.7822222222222223,14.0,17.0,20.0,4.152222222222222
WS,1,targeted_pagerank,14,450,1118,0.8333333333333334,14.0,17.0,20.0,4.397777777777778
WS,1,random,0,450,1213,0.9933333333333333,11.0,13.0,15.0,7.448888888888889
WS,1,random,1,450,1213,0.9844444444444445,12.0,14.0,16.0,6.873333333333333
WS,1,random,2,450,1213,0.9577777777777777,13.0,15.0,17.0,5.888888888888888
WS,1,random,3,450,1213,0.8,15.0,18.0,20.0,3.394444444444445
WS,1,random,4,450,1213,0.9777777777777777,12.0,15.0,17.0,6.334444444444445
WS,1,random,5,450,1213,0.9577777777777777,13.0,15.0,17.0,5.5311111111111115
WS,1,random,6,450,1213,0.9622222222222222,13.0,15.0,17.0,5.935555555555556
WS,1,random,7,450,1213,0.9955555555555555,10.0,12.0,15.0,8.370000000000001
WS,1,random,8,450,1213,0.9911111111111112,10.0,12.0,14.0,8.358888888888888
WS,1,random,9,450,1213,0.9822222222222222,10.0,13.0,15.0,7.905555555555555
WS,1,random,10,450,1213,0.9888888888888889,10.0,13.0,15.0,8.08222222222222
WS,1,random,11,450,1213,0.9822222222222222,10.0,13.0,15.0,7.685555555555556
WS,1,random,12,450,1213,0.9888888888888889,11.0,13.0,15.0,7.511111111111111
WS,1,random,13,450,1213,0.9688888888888889,12.0,15.0,17.0,6.412222222222223
WS,1,random,14,450,1213,0.9422222222222222,13.0,15.0,17.0,6.065555555555555
BA,1,none,0,500,1491,1.0,7.0,8.0,9.0,12.497
BA,1,none,1,500,1491,1.0,6.0,7.0,8.0,13.220999999999998
BA,1,none,2,500,1491,1.0,8.0,9.0,11.0,11.087
BA,1,none,3,500,1491,0.998,10.0,11.0,12.0,9.414
BA,1,none,4,500,1491,0.998,7.0,8.0,9.0,12.656
BA,1,none,5,500,1491,1.0,6.0,7.0,9.0,13.085
BA,1,none,6,500,1491,1.0,7.0,8.0,10.0,12.113
BA,1,none,7,500,1491,1.0,6.0,8.0,9.0,12.705000000000002
BA,1,none,8,500,1491,1.0,7.0,8.0,9.0,12.562999999999999
BA,1,none,9,500,1491,1.0,7.0,8.0,10.0,12.255
BA,1,none,10,500,1491,1.0,8.0,9.0,10.0,11.625
BA,1,none,11,500,1491,1.0,5.0,6.0,8.0,14.125
BA,1,none,12,500,1491,1.0,6.0,7.0,8.0,13.405
BA,1,none,13,500,1491,1.0,4.0,6.0,7.0,14.697
BA,1,none,14,500,1491,1.0,6.0,7.0,8.0,13.263
BA,1,targeted_pagerank,0,450,628,0.5622222222222222,16.0,20.0,,2.811111111111111
BA,1,targeted_pagerank,1,450,628,0.5466666666666666,15.0,19.0,,3.2211111111111115
BA,1,targeted_pagerank,2,450,628,0.18,,,,0.7911111111111111
BA,1,targeted_pagerank,3,450,628,0.0022222222222222222,,,,0.044444444444444446
BA,1,targeted_pagerank,4,450,628,0.7444444444444445,13.0,16.0,,4.771111111111111
BA,1,targeted_pagerank,5,450,628,0.6511111111111111,14.0,18.0,,3.6399999999999997
BA,1,targeted_pagerank,6,450,628,0.6622222222222223,14.0,18.0,,3.836666666666667
BA,1,targeted_pagerank,7,450,628,0.0044444444444444444,,,,0.08555555555555555
BA,1,targeted_pagerank,8,450,628,0.0022222222222222222,,,,0.044444444444444446
BA,1,targeted_pagerank,9,450,628,0.0044444444444444444,,,,0.08555555555555555
BA,1,targeted_pagerank,10,450,628,0.3288888888888889,19.0,,,1.372222222222222
BA,1,targeted_pagerank,11,450,628,0.6755555555555556,13.0,18.0,,4.216666666666667
BA,1,targeted_pagerank,12,450,628,0.5066666666666667,16.0,20.0,,2.5166666666666666
BA,1,targeted_pagerank,13,450,628,0.6488888888888888,14.0,18.0,,3.905555555555556
BA,1,targeted_pagerank,14,450,628,0.0022222222222222222,,,,0.044444444444444446
BA,1,random,0,450,1193,1.0,7.0,8.0,9.0,12.427777777777777
BA,1,random,1,450,1193,1.0,6.0,8.0,9.0,12.752222222222223
BA,1,random,2,450,1193,1.0,8.0,9.0,11.0,11.005555555555553
BA,1,random,3,450,1193,0.9866666666666667,12.0,13.0,15.0,6.945555555555556
BA,1,random,4,450,1193,1.0,6.0,7.0,9.0,12.856666666666666
BA,1,random,5,450,1193,0.9933333333333333,6.0,7.0,9.0,13.21777777777778
BA,1,random,6,450,1193,0.9977777777777778,6.0,7.0,9.0,13.242222222222221
BA,1,random,7,450,1193,0.9955555555555555,7.0,9.0,10.0,11.630000000000003
BA,1,random,8,450,1193,0.9977777777777778,7.0,8.0,9.0,12.235555555555553
BA,1,random,9,450,1193,1.0,6.0,8.0,10.0,12.40111111111111
