model,graph_seed,strategy,sim_rep,nodes_remaining,edges_remaining,final_fraction_infected,t_25,t_50,t_75,auc_infected
BA,5,random,14,450,1143,0.9955555555555555,6.0,8.0,9.0,12.509999999999998
ER,6,none,0,500,1491,0.986,7.0,8.0,10.0,12.082
ER,6,none,1,500,1491,0.992,8.0,10.0,11.0,10.591
ER,6,none,2,500,1491,0.988,12.0,13.0,15.0,7.133
ER,6,none,3,500,1491,0.99,7.0,8.0,10.0,12.006
ER,6,none,4,500,1491,0.99,8.0,10.0,11.0,10.858
ER,6,none,5,500,1491,0.992,8.0,10.0,11.0,11.059000000000001
ER,6,none,6,500,1491,0.99,11.0,12.0,13.0,8.428
ER,6,none,7,500,1491,0.99,9.0,11.0,12.0,10.144
ER,6,none,8,500,1491,0.992,8.0,10.0,11.0,10.589000000000002
ER,6,none,9,500,1491,0.992,8.0,9.0,11.0,11.166999999999998
ER,6,none,10,500,1491,0.992,9.0,11.0,12.0,10.047
ER,6,none,11,500,1491,0.994,6.0,8.0,9.0,12.584
ER,6,none,12,500,1491,0.99,8.0,10.0,11.0,10.920000000000002
ER,6,none,13,500,1491,0.988,9.0,11.0,12.0,9.525
ER,6,none,14,500,1491,0.994,7.0,8.0,10.0,12.192000000000002
ER,6,targeted_pagerank,0,450,1025,0.9733333333333334,9.0,11.0,13.0,9.652222222222221
ER,6,targeted_pagerank,1,450,1025,0.9755555555555555,9.0,11.0,13.0,9.146666666666667
ER,6,targeted_pagerank,2,450,1025,0.9355555555555556,13.0,15.0,17.0,5.366666666666666
ER,6,targeted_pagerank,3,450,1025,0.9733333333333334,9.0,12.0,14.0,8.867777777777778
ER,6,targeted_pagerank,4,450,1025,0.9822222222222222,9.0,11.0,13.0,9.163333333333334
ER,6,targeted_pagerank,5,450,1025,0.9444444444444444,12.0,14.0,16.0,6.497777777777777
ER,6,targeted_pagerank,6,450,1025,0.0022222222222222222,,,,0.044444444444444446
ER,6,targeted_pagerank,7,450,1025,0.9666666666666667,11.0,13.0,15.0,7.364444444444444
ER,6,targeted_pagerank,8,450,1025,0.9711111111111111,10.0,12.0,14.0,8.49777777777778
ER,6,targeted_pagerank,9,450,1025,0.9777777777777777,9.0,11.0,12.0,9.863333333333333
ER,6,targeted_pagerank,10,450,1025,0.9622222222222222,11.0,13.0,15.0,7.922222222222222
ER,6,targeted_pagerank,11,450,1025,0.9777777777777777,7.0,9.0,11.0,11.098888888888887
ER,6,targeted_pagerank,12,450,1025,0.9755555555555555,9.0,11.0,13.0,9.437777777777777
ER,6,targeted_pagerank,13,450,1025,0.9644444444444444,10.0,12.0,14.0,8.107777777777779
ER,6,targeted_pagerank,14,450,1025,0.9644444444444444,12.0,14.0,16.0,6.707777777777778
ER,6,random,0,450,1220,0.9888888888888889,8.0,10.0,12.0,10.402222222222221
ER,6,random,1,450,1220,0.9888888888888889,8.0,10.0,12.0,10.506666666666666
ER,6,random,2,450,1220,0.94,15.0,16.0,18.0,4.388888888888889
ER,6,random,3,450,1220,0.9822222222222222,8.0,10.0,11.0,10.685555555555556
ER,6,random,4,450,1220,0.98,9.0,11.0,12.0,9.773333333333333
ER,6,random,5,450,1220,0.98,9.0,11.0,13.0,9.482222222222223
ER,6,random,6,450,1220,0.9866666666666667,8.0,10.0,12.0,10.409999999999998
ER,6,random,7,450,1220,0.9888888888888889,7.0,9.0,11.0,11.455555555555554
ER,6,random,8,450,1220,0.9844444444444445,9.0,11.0,12.0,9.571111111111112
ER,6,random,9,450,1220,0.9822222222222222,9.0,10.0,12.0,10.074444444444447
ER,6,random,10,450,1220,0.9822222222222222,9.0,11.0,12.0,9.816666666666666
ER,6,random,11,450,1220,0.9866666666666667,7.0,9.0,10.0,11.569999999999999
ER,6,random,12,450,1220,0.9844444444444445,7.0,8.0,10.0,11.866666666666667
ER,6,random,13,450,1220,0.9822222222222222,8.0,10.0,11.0,10.572222222222223
ER,6,random,14,450,1220,0.9755555555555555,9.0,11.0,12.0,9.573333333333332
WS,6,none,0,500,1500,0.996,10.0,13.0,14.0,8.265
WS,6,none,1,500,1500,0.998,11.0,13.0,15.0,7.872000000000001
WS,6,none,2,500,1500,0.758,16.0,18.0,20.0,2.838
WS,6,none,3,500,1500,0.994,12.0,15.0,16.0,6.494000000000001
WS,6,none,4,500,1500,1.0,10.0,12.0,14.0,9.071
WS,6,none,5,500,1500,0.992,11.0,14.0,15.0,7.534999999999999
WS,6,none,6,500,1500,0.996,11.0,13.0,15.0,7.515
WS,6,none,7,500,1500,1.0,10.0,12.0,14.0,9.009
WS,6,none,8,500,1500,1.0,9.0,12.0,14.0,9.126999999999999
WS,6,none,9,500,1500,1.0,9.0,11.0,13.0,9.962999999999997
WS,6,none,10,500,1500,1.0,11.0,13.0,15.0,7.633
WS,6,none,11,500,1500,1.0,8.0,10.0,12.0,10.495
WS,6,none,12,500,1500,1.0,10.0,12.0,14.0,8.445
WS,6,none,13,500,1500,1.0,11.0,13.0,15.0,7.897000000000001
WS,6,none,14,500,1500,1.0,11.0,13.0,15.0,7.971
WS,6,targeted_pagerank,0,450,1136,0.9777777777777777,11.0,14.0,17.0,6.841111111111111
WS,6,targeted_pagerank,1,450,1136,0.9577777777777777,12.0,14.0,17.0,6.546666666666668
WS,6,targeted_pagerank,2,450,1136,0.6311111111111111,17.0,19.0,,2.3811111111111107
WS,6,targeted_pagerank,3,450,1136,0.7022222222222222,15.0,18.0,,3.5833333333333335
WS,6,targeted_pagerank,4,450,1136,0.9466666666666667,12.0,15.0,18.0,6.22111111111111
WS,6,targeted_pagerank,5,450,1136,0.8933333333333333,13.0,16.0,18.0,5.212222222222222
WS,6,targeted_pagerank,6,450,1136,0.9044444444444445,13.0,16.0,18.0,5.113333333333332
WS,6,targeted_pagerank,7,450,1136,0.7577777777777778,14.0,18.0,20.0,3.904444444444444
WS,6,targeted_pagerank,8,450,1136,0.6222222222222222,16.0,19.0,,3.1211111111111114
WS,6,targeted_pagerank,9,450,1136,0.8933333333333333,12.0,15.0,18.0,5.71
WS,6,targeted_pagerank,10,450,1136,0.9311111111111111,11.0,14.0,17.0,6.5600000000000005
WS,6,targeted_pagerank,11,450,1136,0.9666666666666667,11.0,14.0,17.0,6.991111111111111
WS,6,targeted_pagerank,12,450,1136,0.8933333333333333,12.0,15.0,18.0,6.054444444444444
WS,6,targeted_pagerank,13,450,1136,0.8177777777777778,15.0,17.0,20.0,3.9433333333333334
WS,6,targeted_pagerank,14,450,1136,0.7488888888888889,15.0,18.0,,3.7911111111111113
WS,6,random,0,450,1217,0.9977777777777778,9.0,11.0,13.0,9.419999999999998
WS,6,random,1,450,1217,0.9977777777777778,10.0,13.0,15.0,8.282222222222222
WS,6,random,2,450,1217,0.78,16.0,18.0,20.0,3.04
WS,6,random,3,450,1217,0.9888888888888889,12.0,14.0,16.0,7.013333333333333
WS,6,random,4,450,1217,0.9688888888888889,13.0,16.0,18.0,5.361111111111111
WS,6,random,5,450,1217,0.9622222222222222,11.0,14.0,16.0,6.746666666666666
WS,6,random,6,450,1217,0.9933333333333333,11.0,13.0,16.0,7.3022222222222215
WS,6,random,7,450,1217,0.9955555555555555,10.0,13.0,15.0,8.152222222222223
WS,6,random,8,450,1217,0.9488888888888889,13.0,16.0,18.0,5.380000000000001
WS,6,random,9,450,1217,0.9955555555555555,9.0,11.0,14.0,9.256666666666668
WS,6,random,10,450,1217,0.9755555555555555,10.0,13.0,15.0,8.171111111111111
WS,6,random,11,450,1217,0.9977777777777778,10.0,12.0,13.0,9.255555555555555
WS,6,random,12,450,1217,0.9822222222222222,11.0,13.0,15.0,7.874444444444444
WS,6,random,13,450,1217,0.9577777777777777,13.0,16.0,18.0,5.424444444444444
WS,6,random,14,450,1217,0.9777777777777777,12.0,15.0,17.0,6.23
BA,6,none,0,500,1491,1.0,6.0,7.0,8.0,13.126999999999999
BA,6,none,1,500,1491,1.0,5.0,6.0,7.0,14.175
BA,6,none,2,500,1491,0.872,17.0,18.0,20.0,2.327
BA,6,none,3,500,1491,1.0,8.0,9.0,10.0,11.203
BA,6,none,4,500,1491,1.0,6.0,7.0,9.0,13.002999999999998
BA,6,none,5,500,1491,1.0,7.0,9.0,10.0,11.839
BA,6,none,6,500,1491,0.998,7.0,8.0,9.0,12.577999999999998
BA,6,none,7,500,1491,1.0,7.0,8.0,10.0,12.041
BA,6,none,8,500,1491,1.0,7.0,8.0,9.0,12.607
BA,6,none,9,500,1491,1.0,6.0,7.0,9.0,12.953000000000001
BA,6,none,10,500,1491,1.0,6.0,8.0,9.0,12.687
BA,6,none,11,500,1491,1.0,5.0,7.0,8.0,13.761
BA,6,none,12,500,1491,1.0,7.0,8.0,9.0,12.467
BA,6,none,13,500,1491,1.0,7.0,9.0,10.0,11.961
BA,6,none,14,500,1491,1.0,7.0,8.0,10.0,11.983
BA,6,targeted_pagerank,0,450,618,0.6133333333333333,15.0,19.0,,3.552222222222222
BA,6,targeted_pagerank,1,450,618,0.22,,,,1.1111111111111112
BA,6,targeted_pagerank,2,450,618,0.006666666666666667,,,,0.05555555555555556
BA,6,targeted_pagerank,3,450,618,0.11333333333333333,,,,0.5511111111111111
BA,6,targeted_pagerank,4,450,618,0.30666666666666664,19.0,,,1.1766666666666665
BA,6,targeted_pagerank,5,450,618,0.56,14.0,19.0,,3.3388888888888886
BA,6,targeted_pagerank,6,450,618,0.0044444444444444444,,,,0.08777777777777779
BA,6,targeted_pagerank,7,450,618,0.5955555555555555,14.0,19.0,,3.6522222222222225
BA,6,targeted_pagerank,8,450,618,0.6066666666666667,16.0,19.0,,3.1777777777777776
BA,6,targeted_pagerank,9,450,618,0.0022222222222222222,,,,0.044444444444444446
BA,6,targeted_pagerank,10,450,618,0.5311111111111111,16.0,20.0,,2.7088888888888887
BA,6,targeted_pagerank,11,450,618,0.4822222222222222,17.0,,,2.293333333333333
BA,6,targeted_pagerank,12,450,618,0.3844444444444444,18.0,,,1.6400000000000001
BA,6,targeted_pagerank,13,450,618,0.43333333333333335,18.0,,,1.988888888888889
BA,6,targeted_pagerank,14,450,618,0.35777777777777775,18.0,,,1.6844444444444444
BA,6,random,0,450,1241,0.9933333333333333,6.0,8.0,9.0,12.660000000000004
BA,6,random,1,450,1241,0.9955555555555555,5.0,7.0,8.0,13.705555555555556
BA,6,random,2,450,1241,0.9222222222222223,16.0,17.0,19.0,3.4422222222222225
BA,6,random,3,450,1241,0.9933333333333333,11.0,12.0,14.0,8.242222222222223
BA,6,random,4,450,1241,0.9955555555555555,6.0,7.0,9.0,13.178888888888888
BA,6,random,5,450,1241,0.9977777777777778,6.0,8.0,10.0,12.248888888888889
BA,6,random,6,450,1241,0.9977777777777778,5.0,6.0,8.0,13.788888888888888
BA,6,random,7,450,1241,0.9977777777777778,7.0,9.0,11.0,11.50222222222222
BA,6,random,8,450,1241,0.9955555555555555,7.0,8.0,9.0,12.334444444444443
BA,6,random,9,450,1241,0.9977777777777778,7.0,8.0,9.0,12.433333333333332
BA,6,random,10,450,1241,0.9955555555555555,6.0,7.0,9.0,12.814444444444444
BA,6,random,11,450,1241,0.9977777777777778,7.0,8.0,10.0,12.053333333333331
BA,6,random,12,450,1241,0.9955555555555555,7.0,8.0,10.0,11.93888888888889
BA,6,random,13,450,1241,0.9977777777777778,5.0,7.0,8.0,13.506666666666668
BA,6,random,14,450,1241,0.9955555555555555,6.0,8.0,9.0,12.48777777777778
ER,7,none,0,500,1525,0.99,11.0,13.0,14.0,7.898
ER,7,none,1,500,1525,0.996,8.0,9.0,10.0,11.440999999999999
ER,7,none,2,500,1525,0.994,8.0,10.0,11.0,10.734
ER,7,none,3,500,1525,0.002,,,,0.04000000000000001
ER,7,none,4,500,1525,0.996,9.0,10.0,11.0,10.377
ER,7,none,5,500,1525,0.996,7.0,9.0,10.0,11.645
ER,7,none,6,500,1525,0.996,10.0,12.0,13.0,8.886999999999999
ER,7,none,7,500,1525,0.998,8.0,9.0,10.0,11.440000000000001
ER,7,none,8,500,1525,0.998,7.0,8.0,9.0,12.318
ER,7,none,9,500,1525,0.998,6.0,7.0,9.0,13.308
ER,7,none,10,500,1525,0.994,7.0,9.0,10.0,11.626
ER,7,none,11,500,1525,0.996,7.0,9.0,10.0,11.815
ER,7,none,12,500,1525,0.996,6.0,8.0,9.0,12.623000000000001
ER,7,none,13,500,1525,0.992,9.0,11.0,12.0,9.991
ER,7,none,14,500,1525,0.996,8.0,10.0,11.0,10.641000000000002
ER,7,targeted_pagerank,0,450,1024,0.9533333333333334,13.0,15.0,17.0,5.731111111111112
ER,7,targeted_pagerank,1,450,1024,0.9666666666666667,11.0,13.0,15.0,7.626666666666667
ER,7,targeted_pagerank,2,450,1024,0.9666666666666667,12.0,14.0,15.0,7.006666666666667
ER,7,targeted_pagerank,3,450,1024,0.9733333333333334,8.0,10.0,12.0,10.343333333333334
ER,7,targeted_pagerank,4,450,1024,0.9555555555555556,12.0,14.0,16.0,6.723333333333333
ER,7,targeted_pagerank,5,450,1024,0.9155555555555556,14.0,16.0,18.0,4.614444444444445
ER,7,targeted_pagerank,6,450,1024,0.9711111111111111,11.0,13.0,15.0,7.886666666666667
ER,7,targeted_pagerank,7,450,1024,0.9844444444444445,9.0,11.0,13.0,9.553333333333333
ER,7,targeted_pagerank,8,450,1024,0.9822222222222222,9.0,12.0,13.0,9.081111111111111
ER,7,targeted_pagerank,9,450,1024,0.9822222222222222,9.0,12.0,13.0,9.03888888888889
ER,7,targeted_pagerank,10,450,1024,0.9622222222222222,11.0,13.0,15.0,7.768888888888888
ER,7,targeted_pagerank,11,450,1024,0.9711111111111111,10.0,12.0,14.0,8.364444444444445
ER,7,targeted_pagerank,12,450,1024,0.9755555555555555,9.0,11.0,13.0,9.844444444444443
ER,7,targeted_pagerank,13,450,1024,0.9666666666666667,11.0,13.0,15.0,7.473333333333334
ER,7,targeted_pagerank,14,450,1024,0.9777777777777777,9.0,11.0,13.0,9.79888888888889
ER,7,random,0,450,1256,0.9822222222222222,10.0,11.0,13.0,9.205555555555556
ER,7,random,1,450,1256,0.9933333333333333,10.0,11.0,12.0,9.340000000000002
ER,7,random,2,450,1256,0.9911111111111112,7.0,9.0,10.0,11.734444444444446
ER,7,random,3,450,1256,0.9888888888888889,8.0,9.0,11.0,11.139999999999999
ER,7,random,4,450,1256,0.9888888888888889,8.0,9.0,11.0,11.226666666666667
ER,7,random,5,450,1256,0.9911111111111112,7.0,8.0,10.0,12.074444444444444
ER,7,random,6,450,1256,0.98,11.0,13.0,14.0,7.826666666666666
ER,7,random,7,450,1256,0.9866666666666667,8.0,9.0,11.0,10.978888888888887
ER,7,random,8,450,1256,0.9866666666666667,7.0,9.0,11.0,11.343333333333332
ER,7,random,9,450,1256,0.9911111111111112,6.0,7.0,9.0,13.13
ER,7,random,10,450,1256,0.9888888888888889,9.0,11.0,12.0,9.962222222222222
ER,7,random,11,450,1256,0.9933333333333333,9.0,10.0,12.0,9.973333333333334
ER,7,random,12,450,1256,0.9888888888888889,7.0,8.0,10.0,12.108888888888888
ER,7,random,13,450,1256,0.9888888888888889,9.0,11.0,13.0,9.486666666666668
ER,7,random,14,450,1256,0.9933333333333333,6.0,8.0,9.0,12.83777777777778
WS,7,none,0,500,1500,1.0,10.0,12.0,14.0,8.829
WS,7,none,1,500,1500,1.0,10.0,12.0,13.0,9.379000000000001
WS,7,none,2,500,1500,0.998,11.0,13.0,15.0,7.9879999999999995
WS,7,none,3,500,1500,0.998,10.0,12.0,14.0,8.374
WS,7,none,4,500,1500,1.0,10.0,13.0,14.0,8.325000000000001
WS,7,none,5,500,1500,1.0,10.0,12.0,14.0,9.087000000000002
WS,7,none,6,500,1500,0.988,12.0,15.0,16.0,6.551
WS,7,none,7,500,1500,0.99,13.0,15.0,17.0,5.9159999999999995
WS,7,none,8,500,1500,0.998,10.0,12.0,14.0,8.738
WS,7,none,9,500,1500,1.0,9.0,11.0,13.0,9.847
WS,7,none,10,500,1500,1.0,10.0,12.0,14.0,8.357
WS,7,none,11,500,1500,1.0,10.0,13.0,14.0,8.279
WS,7,none,12,500,1500,1.0,9.0,11.0,13.0,9.745
WS,7,none,13,500,1500,0.932,14.0,16.0,18.0,4.813000000000001
WS,7,none,14,500,1500,1.0,8.0,10.0,12.0,10.583
WS,7,targeted_pagerank,0,450,1126,0.9177777777777778,13.0,16.0,18.0,5.408888888888889
WS,7,targeted_pagerank,1,450,1126,0.9888888888888889,10.0,13.0,15.0,7.924444444444445
WS,7,targeted_pagerank,2,450,1126,0.8844444444444445,12.0,15.0,18.0,5.789999999999999
WS,7,targeted_pagerank,3,450,1126,0.9288888888888889,11.0,14.0,17.0,6.445555555555557
WS,7,targeted_pagerank,4,450,1126,0.7577777777777778,14.0,17.0,20.0,3.9844444444444442
WS,7,targeted_pagerank,5,450,1126,0.5888888888888889,17.0,20.0,,2.4733333333333336
WS,7,targeted_pagerank,6,450,1126,0.6377777777777778,15.0,19.0,,3.188888888888889
WS,7,targeted_pagerank,7,450,1126,0.8444444444444444,13.0,16.0,19.0,4.9255555555555555
WS,7,targeted_pagerank,8,450,1126,0.9511111111111111,12.0,15.0,17.0,5.972222222222221
WS,7,targeted_pagerank,9,450,1126,0.9844444444444445,10.0,13.0,15.0,8.148888888888889
WS,7,targeted_pagerank,10,450,1126,0.9266666666666666,13.0,16.0,18.0,5.173333333333334
WS,7,targeted_pagerank,11,450,1126,0.9088888888888889,12.0,15.0,18.0,5.915555555555555
WS,7,targeted_pagerank,12,450,1126,0.8422222222222222,13.0,16.0,19.0,5.217777777777778
WS,7,targeted_pagerank,13,450,1126,0.5244444444444445,17.0,20.0,,2.318888888888889
WS,7,targeted_pagerank,14,450,1126,0.88,13.0,16.0,19.0,5.116666666666667
WS,7,random,0,450,1228,0.9577777777777777,14.0,16.0,18.0,5.064444444444444
WS,7,random,1,450,1228,0.9955555555555555,10.0,12.0,14.0,8.55
WS,7,random,2,450,1228,0.9866666666666667,12.0,14.0,16.0,6.6322222222222225
WS,7,random,3,450,1228,1.0,10.0,12.0,14.0,8.652222222222221
WS,7,random,4,450,1228,0.9955555555555555,9.0,12.0,14.0,8.743333333333334
WS,7,random,5,450,1228,0.9888888888888889,10.0,12.0,14.0,8.53111111111111
WS,7,random,6,450,1228,0.9311111111111111,13.0,16.0,18.0,4.875555555555556
WS,7,random,7,450,1228,0.9977777777777778,9.0,11.0,13.0,9.573333333333334
WS,7,random,8,450,1228,0.9933333333333333,9.0,12.0,14.0,9.095555555555556
WS,7,random,9,450,1228,0.9866666666666667,10.0,12.0,15.0,8.441111111111113
WS,7,random,10,450,1228,0.9933333333333333,10.0,12.0,14.0,8.471111111111112
WS,7,random,11,450,1228,0.9911111111111112,11.0,13.0,16.0,7.563333333333333
WS,7,random,12,450,1228,1.0,9.0,11.0,13.0,9.658888888888889
WS,7,random,13,450,1228,0.9733333333333334,12.0,15.0,17.0,5.943333333333333
WS,7,random,14,450,1228,0.9977777777777778,9.0,11.0,13.0,9.56
BA,7,none,0,500,1491,0.998,9.0,10.0,11.0,10.395999999999999
BA,7,none,1,500,1491,1.0,8.0,10.0,11.0,10.763000000000002
BA,7,none,2,500,1491,1.0,9.0,10.0,12.0,10.213
BA,7,none,3,500,1491,1.0,5.0,6.0,8.0,13.995
BA,7,none,4,500,1491,1.0,6.0,7.0,9.0,13.087
BA,7,none,5,500,1491,1.0,7.0,9.0,10.0,11.934999999999999
BA,7,none,6,500,1491,0.996,12.0,13.0,15.0,7.257
BA,7,none,7,500,1491,1.0,6.0,8.0,9.0,12.557
BA,7,none,8,500,1491,1.0,5.0,6.0,7.0,14.469
BA,7,none,9,500,1491,1.0,6.0,7.0,8.0,13.383
BA,7,none,10,500,1491,1.0,4.0,5.0,7.0,15.087
BA,7,none,11,500,1491,1.0,7.0,8.0,9.0,12.451
BA,7,none,12,500,1491,1.0,6.0,7.0,8.0,13.286999999999999
BA,7,none,13,500,1491,1.0,6.0,7.0,9.0,13.141000000000002
BA,7,none,14,500,1491,1.0,8.0,9.0,10.0,11.623
BA,7,targeted_pagerank,0,450,595,0.16,,,,0.7011111111111111
BA,7,targeted_pagerank,1,450,595,0.37333333333333335,18.0,,,1.5966666666666667
BA,7,targeted_pagerank,2,450,595,0.14,,,,0.84
BA,7,targeted_pagerank,3,450,595,0.7044444444444444,12.0,16.0,,5.282222222222222
BA,7,targeted_pagerank,4,450,595,0.44222222222222224,17.0,,,2.384444444444444
BA,7,targeted_pagerank,5,450,595,0.6155555555555555,14.0,18.0,,3.7888888888888888
BA,7,targeted_pagerank,6,450,595,0.2777777777777778,20.0,,,1.188888888888889
BA,7,targeted_pagerank,7,450,595,0.17333333333333334,,,,0.7500000000000001
BA,7,targeted_pagerank,8,450,595,0.6444444444444445,14.0,18.0,,3.716666666666667
BA,7,targeted_pagerank,9,450,595,0.58,15.0,20.0,,3.0422222222222226
BA,7,targeted_pagerank,10,450,595,0.1511111111111111,,,,0.6766666666666667
BA,7,targeted_pagerank,11,450,595,0.3377777777777778,19.0,,,1.541111111111111
BA,7,targeted_pagerank,12,450,595,0.4955555555555556,16.0,,,2.686666666666667
BA,7,targeted_pagerank,13,450,595,0.03777777777777778,,,,0.14666666666666667
BA,7,targeted_pagerank,14,450,595,0.43333333333333335,17.0,,,2.2066666666666666
BA,7,random,0,450,1241,0.9955555555555555,9.0,10.0,12.0,9.983333333333334
BA,7,random,1,450,1241,0.9955555555555555,10.0,11.0,13.0,9.07
BA,7,random,2,450,1241,1.0,8.0,9.0,11.0,11.17
BA,7,random,3,450,1241,1.0,5.0,6.0,8.0,14.096666666666666
BA,7,random,4,450,1241,0.9977777777777778,7.0,9.0,10.0,11.648888888888887
BA,7,random,5,450,1241,0.9977777777777778,5.0,6.0,8.0,13.85111111111111
BA,7,random,6,450,1241,1.0,9.0,11.0,12.0,9.714444444444444
BA,7,random,7,450,1241,1.0,6.0,8.0,9.0,12.703333333333333
BA,7,random,8,450,1241,1.0,7.0,8.0,9.0,12.578888888888889
BA,7,random,9,450,1241,1.0,6.0,7.0,9.0,13.172222222222222
BA,7,random,10,450,1241,1.0,3.0,5.0,6.0,15.549999999999999
BA,7,random,11,450,1241,1.0,7.0,9.0,10.0,11.73222222222222
BA,7,random,12,450,1241,1.0,5.0,6.0,8.0,13.941111111111113
BA,7,random,13,450,1241,0.9977777777777778,6.0,8.0,9.0,12.64222222222222
BA,7,random,14,450,1241,0.9977777777777778,8.0,10.0,11.0,10.795555555555556
